http://scholars.cornell.edu/individual/jrnl-0000983|Customer Needs and Solutions|2196-291X|2196-2928|
http://scholars.cornell.edu/individual/jrnl-0001761|Acta Crystallographica|0108-7673|1600-5724|
http://scholars.cornell.edu/individual/jrnl-0001577|Finance Research Letters|1544-6123||
http://scholars.cornell.edu/individual/jrnl-0001393|Israel Journal of Plant Sciences|0792-9978||Plant Sciences
http://scholars.cornell.edu/individual/jrnl-0001501|IEEE ROBOTICS & AUTOMATION MAGAZINE|1070-9932||Automation & Control Systems
http://scholars.cornell.edu/individual/jrnl-0001501|IEEE ROBOTICS & AUTOMATION MAGAZINE|1070-9932||Robotics
http://scholars.cornell.edu/individual/jrnl-0000508|Journal of Liposome Research|0898-2104|1532-2394|
http://scholars.cornell.edu/individual/jrnl-0000422|Environmental toxicology and chemistry / SETAC|0730-7268|1552-8618|Toxicology
http://scholars.cornell.edu/individual/jrnl-0000422|Environmental toxicology and chemistry / SETAC|0730-7268|1552-8618|Environmental Sciences & Ecology
http://scholars.cornell.edu/individual/jrnl-0001652|Stochastic Systems||1946-5238|
http://scholars.cornell.edu/individual/jrnl-0001331|Journal of Magnetism and Magnetic Materials|0304-8853||Physics
http://scholars.cornell.edu/individual/jrnl-0001331|Journal of Magnetism and Magnetic Materials|0304-8853||Materials Science
http://scholars.cornell.edu/individual/jrnl-0000650|PHYSICS OF PLASMAS|1070-664X|1089-7674|Physics
http://scholars.cornell.edu/individual/jrnl-0000318|Electrophoresis|0173-0835|1522-2683|Chemistry
http://scholars.cornell.edu/individual/jrnl-0000318|Electrophoresis|0173-0835|1522-2683|Biochemistry & Molecular Biology
http://scholars.cornell.edu/individual/jrnl-0001467|STATISTICA SINICA|1017-0405||Mathematics
http://scholars.cornell.edu/individual/jrnl-0001854|Journal of Peking University (Health Sciences)|1671-167X||
http://scholars.cornell.edu/individual/jrnl-0001636|ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS|2211-9264||Biotechnology & Applied Microbiology
http://scholars.cornell.edu/individual/jrnl-0001561|Journal of Sedimentary Research|1527-1404||Geology
http://scholars.cornell.edu/individual/jrnl-0001180|Advances in Chemical Physics, Liquid Polymorphism|0065-2385||Physics
http://scholars.cornell.edu/individual/jrnl-0001267|Decision Support Systems|0167-9236||Computer Science
http://scholars.cornell.edu/individual/jrnl-0001267|Decision Support Systems|0167-9236||Operations Research & Management Science
http://scholars.cornell.edu/individual/jrnl-0001238|Journal of Thermal Stresses|0149-5739||Mechanics
http://scholars.cornell.edu/individual/jrnl-0001238|Journal of Thermal Stresses|0149-5739||Thermodynamics
http://scholars.cornell.edu/individual/jrnl-0001414|Fusion Engineering and Design|0920-3796||Nuclear Science & Technology
http://scholars.cornell.edu/individual/jrnl-0000882|CLIMATE OF THE PAST|1814-9324|1814-9332|Geology
http://scholars.cornell.edu/individual/jrnl-0000882|CLIMATE OF THE PAST|1814-9324|1814-9332|Meteorology & Atmospheric Sciences
http://scholars.cornell.edu/individual/jrnl-0001348|Water Supply & Management|0364-7714||Water Resources
http://scholars.cornell.edu/individual/jrnl-0001329|Biochimica et Biophysica Acta (BBA) - General Subjects|0304-4165||Biophysics
http://scholars.cornell.edu/individual/jrnl-0001329|Biochimica et Biophysica Acta (BBA) - General Subjects|0304-4165||Biochemistry & Molecular Biology
http://scholars.cornell.edu/individual/jrnl-0000256|Cell|0092-8674|1097-4172|Cell Biology
http://scholars.cornell.edu/individual/jrnl-0000256|Cell|0092-8674|1097-4172|Biochemistry & Molecular Biology
http://scholars.cornell.edu/individual/jrnl-0001573|JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION|1542-4766||
http://scholars.cornell.edu/individual/jrnl-0001804|Journal of Archaeological Science|0305-4403|1095-9238|
http://scholars.cornell.edu/individual/jrnl-0000354|Applied Organometallic Chemistry|0268-2605|1099-0739|Chemistry
http://scholars.cornell.edu/individual/jrnl-0000899|IEEE Transactions on Biomedical Circuits and Systems|1932-4545|1940-9990|Engineering
http://scholars.cornell.edu/individual/jrnl-0001392|Annales Geophysicae Series B-Terrestrial and Planetary Physics|0755-0685||Geochemistry & Geophysics
http://scholars.cornell.edu/individual/jrnl-0001392|Annales Geophysicae Series B-Terrestrial and Planetary Physics|0755-0685||Geology
http://scholars.cornell.edu/individual/jrnl-0001083|Journal of Agricultural Engineering Research|0021-8634||Agriculture
http://scholars.cornell.edu/individual/jrnl-0001663|Behavioral Science & Policy||2379-4615|
http://scholars.cornell.edu/individual/jrnl-0001702|Journal of the Franklin Institute-Engineering and Applied Mathematics|0016-0032||
http://scholars.cornell.edu/individual/jrnl-0001077|Information Processing Letters|0020-0190||Computer Science
http://scholars.cornell.edu/individual/jrnl-0001412|Games and Economic Behavior|0899-8256||Business & Economics
http://scholars.cornell.edu/individual/jrnl-0001584|IEEE Transactions on Information Forensics and Security|1556-6013||Engineering
http://scholars.cornell.edu/individual/jrnl-0001584|IEEE Transactions on Information Forensics and Security|1556-6013||Computer Science
http://scholars.cornell.edu/individual/jrnl-0000458|Journal of Vascular Surgery|0741-5214|1097-6809|Surgery
http://scholars.cornell.edu/individual/jrnl-0000458|Journal of Vascular Surgery|0741-5214|1097-6809|Cardiovascular System & Cardiology
http://scholars.cornell.edu/individual/jrnl-0000779|Academy of Management Learning & Education|1537-260X|1944-9585|
http://scholars.cornell.edu/individual/jrnl-0000172|MACROMOLECULES|0024-9297|1520-5835|Polymer Science
http://scholars.cornell.edu/individual/jrnl-0001147|Quarterly Journal of the Royal Meteorological Society|0035-9009||Meteorology & Atmospheric Sciences
http://scholars.cornell.edu/individual/jrnl-0001496|The Quarterly Review of Economics and Finance|1062-9769||
http://scholars.cornell.edu/individual/jrnl-0000459|Journal of Management Information Systems|0742-1222|1557-928X|
http://scholars.cornell.edu/individual/jrnl-0001090|Journal of Crystal Growth|0022-0248||Physics
http://scholars.cornell.edu/individual/jrnl-0001090|Journal of Crystal Growth|0022-0248||Crystallography
http://scholars.cornell.edu/individual/jrnl-0001090|Journal of Crystal Growth|0022-0248||Materials Science
http://scholars.cornell.edu/individual/jrnl-0001297|Computers and Geotechnics|0266-352X||Engineering
http://scholars.cornell.edu/individual/jrnl-0001297|Computers and Geotechnics|0266-352X||Computer Science
http://scholars.cornell.edu/individual/jrnl-0001297|Computers and Geotechnics|0266-352X||Geology
http://scholars.cornell.edu/individual/jrnl-0001586|Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference|1557-170X||
http://scholars.cornell.edu/individual/jrnl-0000893|Central Nervous System Agents in Medicinal Chemistry|1871-5249|1875-6166|
http://scholars.cornell.edu/individual/jrnl-0000904|Prion|1933-6896|1933-690X|Biochemistry & Molecular Biology
http://scholars.cornell.edu/individual/jrnl-0000524|Journal of Global Optimization|0925-5001|1573-2916|Mathematics
http://scholars.cornell.edu/individual/jrnl-0000524|Journal of Global Optimization|0925-5001|1573-2916|Operations Research & Management Science
http://scholars.cornell.edu/individual/jrnl-0000574|BIODIVERSITY AND CONSERVATION|0960-3115|1572-9710|Biodiversity & Conservation
http://scholars.cornell.edu/individual/jrnl-0000574|BIODIVERSITY AND CONSERVATION|0960-3115|1572-9710|Environmental Sciences & Ecology
http://scholars.cornell.edu/individual/jrnl-0000557|Journal of physics. Condensed matter : an Institute of Physics journal|0953-8984|1361-648X|Physics
http://scholars.cornell.edu/individual/jrnl-0000572|JOURNAL OF MICROMECHANICS AND MICROENGINEERING|0960-1317|1361-6439|Engineering
http://scholars.cornell.edu/individual/jrnl-0000572|JOURNAL OF MICROMECHANICS AND MICROENGINEERING|0960-1317|1361-6439|Science & Technology�Other Topics
http://scholars.cornell.edu/individual/jrnl-0000572|JOURNAL OF MICROMECHANICS AND MICROENGINEERING|0960-1317|1361-6439|Instruments & Instrumentation
http://scholars.cornell.edu/individual/jrnl-0000572|JOURNAL OF MICROMECHANICS AND MICROENGINEERING|0960-1317|1361-6439|Mechanics
http://scholars.cornell.edu/individual/jrnl-0000572|JOURNAL OF MICROMECHANICS AND MICROENGINEERING|0960-1317|1361-6439|Materials Science
http://scholars.cornell.edu/individual/jrnl-0000685|Physical Review B|1098-0121|1550-235X|Physics
http://scholars.cornell.edu/individual/jrnl-0000614|SMALL GROUP RESEARCH|1046-4964|0000-0000|
http://scholars.cornell.edu/individual/jrnl-0001237|JOURNAL OF MANAGEMENT|0149-2063||
http://scholars.cornell.edu/individual/jrnl-0000121|Journal of Chromatography A|0021-9673|1873-3778|Chemistry
http://scholars.cornell.edu/individual/jrnl-0000121|Journal of Chromatography A|0021-9673|1873-3778|Biochemistry & Molecular Biology
http://scholars.cornell.edu/individual/jrnl-0000807|Geosphere|1553-040X|1553-040X|Geology
http://scholars.cornell.edu/individual/jrnl-0000001|Aiaa Journal|0001-1452|1533-385X|Engineering
http://scholars.cornell.edu/individual/jrnl-0000719|Cells, Tissues, Organs|1422-6405|1422-6421|Anatomy & Morphology
http://scholars.cornell.edu/individual/jrnl-0000719|Cells, Tissues, Organs|1422-6405|1422-6421|Cell Biology
http://scholars.cornell.edu/individual/jrnl-0000719|Cells, Tissues, Organs|1422-6405|1422-6421|Developmental Biology
http://scholars.cornell.edu/individual/jrnl-0000261|Microbial Ecology|0095-3628|1432-184X|Marine & Freshwater Biology
http://scholars.cornell.edu/individual/jrnl-0000261|Microbial Ecology|0095-3628|1432-184X|Microbiology
http://scholars.cornell.edu/individual/jrnl-0000261|Microbial Ecology|0095-3628|1432-184X|Environmental Sciences & Ecology
http://scholars.cornell.edu/individual/jrnl-0001274|Data & Knowledge Engineering|0169-023X||
http://scholars.cornell.edu/individual/jrnl-0000857|Nature Photonics|1749-4885|1749-4893|Physics
http://scholars.cornell.edu/individual/jrnl-0000857|Nature Photonics|1749-4885|1749-4893|Optics
http://scholars.cornell.edu/individual/jrnl-0000602|Hydrology and earth system sciences|1027-5606|1607-7938|Water Resources
http://scholars.cornell.edu/individual/jrnl-0000602|Hydrology and earth system sciences|1027-5606|1607-7938|Geology
http://scholars.cornell.edu/individual/jrnl-0001524|Solid State Sciences|1293-2558||Chemistry
http://scholars.cornell.edu/individual/jrnl-0001524|Solid State Sciences|1293-2558||Physics
http://scholars.cornell.edu/individual/jrnl-0000445|Stochastic Analysis and Applications|0736-2994|1532-9356|Mathematics
http://scholars.cornell.edu/individual/jrnl-0000379|Differentiation; research in biological diversity|0301-4681|1432-0436|Cell Biology
http://scholars.cornell.edu/individual/jrnl-0000379|Differentiation; research in biological diversity|0301-4681|1432-0436|Developmental Biology
http://scholars.cornell.edu/individual/jrnl-0000444|Journal of orthopaedic research : official publication of the Orthopaedic Research Society|0736-0266|1554-527X|Orthopedics
http://scholars.cornell.edu/individual/jrnl-0001277|Journal of Contaminant Hydrology|0169-7722||Water Resources
http://scholars.cornell.edu/individual/jrnl-0001277|Journal of Contaminant Hydrology|0169-7722||Geology
http://scholars.cornell.edu/individual/jrnl-0001277|Journal of Contaminant Hydrology|0169-7722||Environmental Sciences & Ecology
http://scholars.cornell.edu/individual/jrnl-0001222|BEHAVIORAL AND BRAIN SCIENCES|0140-525X||
http://scholars.cornell.edu/individual/jrnl-0001824|Cretaceous Research|0195-6671|1095-998X|
http://scholars.cornell.edu/individual/jrnl-0000782|Vadose Zone Journal|1539-1663|1539-1663|Agriculture
http://scholars.cornell.edu/individual/jrnl-0000782|Vadose Zone Journal|1539-1663|1539-1663|Water Resources
http://scholars.cornell.edu/individual/jrnl-0000782|Vadose Zone Journal|1539-1663|1539-1663|Environmental Sciences & Ecology
