http://scholars.cornell.edu/individual/org92001|Music Library (Sidney Cox Library of Music and Dance)
http://scholars.cornell.edu/individual/org33155|PEPSICO, INC
http://scholars.cornell.edu/individual/org82444|SYNGENTA SEED INC.
http://scholars.cornell.edu/individual/org98940|NIH-NATIONAL CENTER FOR COMPLEMENTARY AND ALTERNATIVE MEDICINE NIH
http://scholars.cornell.edu/individual/org51675|Religious Studies Program
http://scholars.cornell.edu/individual/org82567|NYS OFFICE OF MENTAL HEALTH
http://scholars.cornell.edu/individual/org42271|FRIENDS OF THE MEXICAN FUND FOR THE CONSERVATION OF NATURE
http://scholars.cornell.edu/individual/org99043|NATL OCEANIC AND ATMOSPHERIC ADMINISTRATION, DOC
http://scholars.cornell.edu/individual/org33156|GENESEE VALLEY REGIONAL MARKET
http://scholars.cornell.edu/individual/org66945|THE ASSOCIATION OF STATE FLOODPLAIN MANAGERS
http://scholars.cornell.edu/individual/org90775|STANFORD UNIVERSITY
http://scholars.cornell.edu/individual/org50011|MUSCULAR DYSTROPHY ASSN
http://scholars.cornell.edu/individual/org83499|AFRICAN DEVELOPMENT BANK
http://scholars.cornell.edu/individual/org52737|Labor and Employment Law Program
http://scholars.cornell.edu/individual/org93133|Good Agricultural Practices Program (GAPs)
http://scholars.cornell.edu/individual/org42524|WORLD WILDLIFE FUND
http://scholars.cornell.edu/individual/org90533|PFIZER ANIMAL HEALTH
http://scholars.cornell.edu/individual/org73870|Architecture
http://scholars.cornell.edu/individual/org33253|NATL PARK SERVICE, DOI
http://scholars.cornell.edu/individual/org42256|VEECO INSTRUMENTS INC
http://scholars.cornell.edu/individual/org39069|City and Regional Planning
http://scholars.cornell.edu/individual/org33493|SOCIETY FOR THE CONSERVATION AND STUDY OF CARIBBEAN BIRDS
http://scholars.cornell.edu/individual/org41532|FARADAY TECHNOLOGY INC.
http://scholars.cornell.edu/individual/org66050|WALMART FOUNDATON
http://scholars.cornell.edu/individual/org25510|DELOITTE TAX LLP
http://scholars.cornell.edu/individual/org25739|GLOBAL CROP DIVERSITY TRUST
http://scholars.cornell.edu/individual/org72107|Office of the Vice Provost and Dean of the Graduate School
http://scholars.cornell.edu/individual/org19506|Cornell Electron Storage Ring (CESR)
http://scholars.cornell.edu/individual/org30434|School of Integrative Plant Science
http://scholars.cornell.edu/individual/org82944|Environmental Health & Safety
http://scholars.cornell.edu/individual/org25936|NATIONAL ACADEMIES
http://scholars.cornell.edu/individual/org82921|U.S. ARMY MEDICAL RESEARCH ACQUISITION ACTIVITY
http://scholars.cornell.edu/individual/org41936|MED-EL
http://scholars.cornell.edu/individual/org32186|Cornell Abroad
http://scholars.cornell.edu/individual/org98693|BURROUGHS WELLCOME FUND
http://scholars.cornell.edu/individual/org99891|SUNY BUFFALO STATE
http://scholars.cornell.edu/individual/org99649|Insect Diagnostic Laboratory (IDL)
http://scholars.cornell.edu/individual/org91437|SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO SANT'ANNA
http://scholars.cornell.edu/individual/org90207|UES INC.
http://scholars.cornell.edu/individual/org25684|I2 AIR FLUID INNOVATIONS
http://scholars.cornell.edu/individual/org58260|SUNY POLYTECHNIC INSTITUTE
http://scholars.cornell.edu/individual/org66730|JAGUAR ANIMAL HEALTH
http://scholars.cornell.edu/individual/org59465|Janet L. Swanson Wildlife Health Center
http://scholars.cornell.edu/individual/org25171|EXELIS INC.
http://scholars.cornell.edu/individual/org54039|Institute for Computational Sustainability
http://scholars.cornell.edu/individual/org58791|VILLAGE OF CAYUGA HEIGHTS
http://scholars.cornell.edu/individual/org50516|Hotel Library (Nestle Hotel Library)
http://scholars.cornell.edu/individual/org49981|Duck Research Laboratory
http://scholars.cornell.edu/individual/org76604|Fruit & Vegetable Processing Pilot Plant
http://scholars.cornell.edu/individual/org47866|Cornell Institute for Fashion and Fiber Innovation (CIFFI)
http://scholars.cornell.edu/individual/org40820|Division of Budget and Planning
http://scholars.cornell.edu/individual/org50755|HIGH TECH ROCHESTER INC.
http://scholars.cornell.edu/individual/org59320|BR Venture Fund
http://scholars.cornell.edu/individual/org90900|DOE ENERGY EFFICIENCY & RENEWABLE ENERGY
http://scholars.cornell.edu/individual/org65771|UNIVERSITY OF MASSACHUSETTS
http://scholars.cornell.edu/individual/org91110|BOOZ ALLEN HAMILTON
http://scholars.cornell.edu/individual/org66260|RADIABEAM TECHNOLOGIES
http://scholars.cornell.edu/individual/org91329|INFINITUS COMPANY LTD (CHINA)
http://scholars.cornell.edu/individual/org80205|Shoals Marine Laboratory
http://scholars.cornell.edu/individual/org99749|ECON DEVELOPMENT ADM, DOC
http://scholars.cornell.edu/individual/org57612|AGRICULTURE RESEARCH SERVICE USDA
http://scholars.cornell.edu/individual/org85440|Cornell Program for Infrastructure Policy (CPIP)
http://scholars.cornell.edu/individual/org24788|Molecular Biology and Genetics
http://scholars.cornell.edu/individual/org48128|Office of the Executive Vice President for Finance and Chief Financial Officer
http://scholars.cornell.edu/individual/org99392|TEAGASC
http://scholars.cornell.edu/individual/org33662|CORNELL COOPERATIVE EXTENSION-JEFFERSON COUNTY
http://scholars.cornell.edu/individual/org39208|Leland C. and Mary M. Pillsbury Institute for Hospitality Entrepreneurship
http://scholars.cornell.edu/individual/org69633|John S. Knight Institute
http://scholars.cornell.edu/individual/org40545|Phyllis and David Komansky Center for Children's Health
http://scholars.cornell.edu/individual/org99550|WAYNE STATE UNIVERSITY
http://scholars.cornell.edu/individual/org58907|SAUDI BASIC INDUSTRIES CORPORATION
http://scholars.cornell.edu/individual/org23581|Center on the Microenvironment and Metastasis (CMM)
http://scholars.cornell.edu/individual/org58330|Program of Computer Graphics
http://scholars.cornell.edu/individual/org37272|Office of the Director of Olin and Uris Libraries
http://scholars.cornell.edu/individual/org23988|American Indian Program
http://scholars.cornell.edu/individual/org91405|HEWLETT,WM & FLORA FDN
http://scholars.cornell.edu/individual/org15006|Civil and Environmental Engineering
http://scholars.cornell.edu/individual/org41955|J. FRANK SCHMIDT FAMILY CHARITABLE FOUNDATION
http://scholars.cornell.edu/individual/org99723|NORTH AMERICAN POLLINATOR PROTECTION CAMPAIGN
http://scholars.cornell.edu/individual/org87995|Cornell Death Penalty Project
http://scholars.cornell.edu/individual/org31858|College of Architecture, Art, and Planning
http://scholars.cornell.edu/individual/org29122|Cornell Sensory Testing Facility
http://scholars.cornell.edu/individual/org82853|UNIVERSITY OF CALIFORNIA,  SAN DIEGO
http://scholars.cornell.edu/individual/org67045|ASSOCIATION UNIVERSITAIRE POUR LA RECHERCHE ECONOMIQUE SUR LE DEVELOPPEMENT
http://scholars.cornell.edu/individual/org17081|CHS FOUNDATION
http://scholars.cornell.edu/individual/org61623|Fiber Science and Apparel Design
http://scholars.cornell.edu/individual/org16914|CENTER FOR ADVANCEMENT OF SCIENCE IN SPACE
http://scholars.cornell.edu/individual/org57488|ANIMAL/PLANT HLTH INSPEC SERV USDA
http://scholars.cornell.edu/individual/org17251|POLYTECHNIC UNIVERSITY OF CATALONIA
http://scholars.cornell.edu/individual/org16750|UNIVERSITY OF TEXAS AT AUSTIN
http://scholars.cornell.edu/individual/org89721|College of Arts and Sciences
http://scholars.cornell.edu/individual/org98512|PLANET OS INC.
http://scholars.cornell.edu/individual/org33058|Joan & Irwin Jacobs Technion-Cornell Institute
http://scholars.cornell.edu/individual/org74920|JAPAN-US FRIENDSHIP COMM
http://scholars.cornell.edu/individual/org34106|AMERICAN PUBLIC GARDENS ASSOCIATION
http://scholars.cornell.edu/individual/org17788|INTERNATIONAL HUMAN FRONTIER SCIENCE PROGRAM ORGANIZATION
http://scholars.cornell.edu/individual/org90848|BOSTON COLLEGE
http://scholars.cornell.edu/individual/org40968|ASSOCIATION OF AMERICAN COLLEGES AND UNIVERSITIES
http://scholars.cornell.edu/individual/org42131|ENN GROUP CO., LTD.
http://scholars.cornell.edu/individual/org99746|COTTON INC.
http://scholars.cornell.edu/individual/org18672|Cornell Energy Institute
http://scholars.cornell.edu/individual/org83421|BOSTON UNIVERSITY
http://scholars.cornell.edu/individual/org17164|UNIVERSITY OF NEW HAMPSHIRE
http://scholars.cornell.edu/individual/org27521|ILR Extension Administration
http://scholars.cornell.edu/individual/org35227|Office of the Senior Vice Provost for Undergraduate Education
http://scholars.cornell.edu/individual/org50181|Center for Analytic Economics
