http://scholars.cornell.edu/individual/UR-21247|Protein Conformation;;Fluorescence Resonance Energy Transfer;;Chromaffin Cells;;Animals;;Synaptosomal-Associated Protein 25;;Cattle;;Membrane Fusion;;Cell Membrane
http://scholars.cornell.edu/individual/UR-397433|Fluorescence;;Nitric Oxide Synthase Type III;;Enzyme Activation;;Stress, Mechanical;;Antigens, CD;;Animals;;Cell Shape;;Signal Transduction;;Extracellular Signal-Regulated MAP Kinases;;Biomechanical Phenomena;;Rats;;Cattle;;rhoA GTP-Binding Protein;;Cadherins;;Nitric Oxide;;Shear Strength;;Extracellular Matrix;;Rheology;;Endothelial Cells
http://scholars.cornell.edu/individual/UR-182383|Bone Density;;Animals;;Femur;;In Vitro Techniques;;Cattle;;Elasticity;;Spectrum Analysis;;Female;;Anisotropy;;Ultrasonography;;Physical Stimulation;;Vibration
http://scholars.cornell.edu/individual/UR-252906|Adenosine Triphosphate;;Protein Conformation;;Kinetics;;Temperature;;Animals;;Molecular Conformation;;Humans;;Calcium;;Rats;;Microfluidics;;Protein Structure, Secondary;;Spectrometry, Fluorescence;;Calmodulin;;Models, Molecular;;Protein Binding
http://scholars.cornell.edu/individual/UR-429434|Neoplasm Proteins;;Mammography;;Humans;;MCF-7 Cells;;Carbonates;;Female;;Breast Neoplasms;;Interleukin-8;;Durapatite
http://scholars.cornell.edu/individual/UR-74902|Nanotechnology;;Sequence Analysis, DNA;;Microfluidics;;DNA;;Polymers;;Models, Molecular
http://scholars.cornell.edu/individual/UR-6845|Tissue Engineering;;Glycosaminoglycans;;Hydroxyproline;;Cartilage;;Adolescent;;Male;;Time Factors;;Humans;;Age Factors;;Aging;;Nose;;Adult;;Female;;Nasal Septum;;Middle Aged
http://scholars.cornell.edu/individual/UR-182539|Stress, Mechanical;;Mechanotransduction, Cellular;;Animals;;Gene Expression Regulation;;Humans;;Signal Transduction;;Lamins;;Cell Nucleus Shape;;Cytoskeleton
http://scholars.cornell.edu/individual/UR-13706|Particulate Matter;;Vehicle Emissions;;Models, Chemical;;Air Pollutants;;Aerosols;;Gases;;Particle Size;;Environmental Monitoring
http://scholars.cornell.edu/individual/UR-6895|Calcification, Physiologic;;Animals;;X-Ray Microtomography;;Rats, Sprague-Dawley;;Male;;Femur;;Biomechanical Phenomena;;Rats;;Vitamin D Deficiency
http://scholars.cornell.edu/individual/UR-391249|Electrophoresis;;Lasers;;Microchip Analytical Procedures;;Membranes, Artificial;;Proteins
http://scholars.cornell.edu/individual/UR-52642|Tissue Engineering;;Animals;;Bioprosthesis;;Regenerative Medicine;;Aortic Valve Stenosis;;Humans;;Aortic Valve;;Calcinosis;;Heart Valve Prosthesis
http://scholars.cornell.edu/individual/UR-393373|Stress, Mechanical;;Mechanotransduction, Cellular;;Animals;;Humans;;Endothelium, Vascular;;Shear Strength;;Endothelial Cells
http://scholars.cornell.edu/individual/UR-74894|DNA Methylation;;Cytosine;;Image Processing, Computer-Assisted;;Bacteriophage lambda;;CpG Islands;;Epigenomics;;DNA;;DNA-Binding Proteins;;DNA Footprinting;;Oligonucleotide Array Sequence Analysis;;High-Throughput Screening Assays
http://scholars.cornell.edu/individual/UR-6783|Tissue Engineering;;Cartilage, Articular;;Animals;;Glycoproteins;;Time Factors;;Culture Media;;Horses;;Friction;;Glucuronic Acid;;Protein Transport;;Alginates;;Hexuronic Acids
http://scholars.cornell.edu/individual/UR-368885|Brain;;Calibration;;Image Processing, Computer-Assisted;;Reproducibility of Results;;Male;;Sensitivity and Specificity;;Humans;;Image Interpretation, Computer-Assisted;;Phantoms, Imaging;;Algorithms;;Image Enhancement;;Magnetic Resonance Imaging;;Adult;;Female;;Young Adult;;Middle Aged;;Brain Mapping
http://scholars.cornell.edu/individual/UR-84189|Strontium Isotopes;;Oceans and Seas;;Strontium;;Biological Evolution;;Fossils;;Seawater;;Atmosphere;;Carbonates;;Greenland;;Svalbard;;Geologic Sediments
http://scholars.cornell.edu/individual/UR-412072|Titanium;;Optics and Photonics;;Silicon Dioxide;;Nanostructures;;Polymers;;Refractometry;;Solar Energy;;Surface Properties
http://scholars.cornell.edu/individual/UR-21248|Recombinant Proteins;;Mutant Proteins;;Chromaffin Cells;;Animals;;Tryptophan;;Cells, Cultured;;Vesicle-Associated Membrane Protein 3;;Vesicle-Associated Membrane Protein 2;;Protein Structure, Tertiary;;Membrane Fusion;;Mutagenesis, Site-Directed;;Mice, Knockout;;Exocytosis;;Alanine;;Patch-Clamp Techniques;;Amino Acid Substitution;;Embryo, Mammalian;;Hydrophobic and Hydrophilic Interactions;;Protein Stability;;Mice
http://scholars.cornell.edu/individual/UR-6846|Cartilage;;Animals;;Cell Nucleus;;Chondrocytes;;Image Cytometry;;Models, Biological;;Microscopy, Electron;;Extracellular Matrix;;Sheep;;Mice
http://scholars.cornell.edu/individual/UR-339547|Brain;;Fibroblasts;;Animals;;Spectrum Analysis, Raman;;Optical Fibers;;Rats;;Microscopy;;Sebaceous Glands;;Epidermis;;Mice
http://scholars.cornell.edu/individual/UR-177975|Recombinant Proteins;;Neoplastic Cells, Circulating;;Humans;;Nanotubes;;Polyethylene Glycols;;Antibiotics, Antineoplastic;;Aluminum Silicates;;Doxorubicin;;E-Selectin;;Liposomes;;Cell Line, Tumor
http://scholars.cornell.edu/individual/UR-147468|Computer Simulation;;Dose-Response Relationship, Radiation;;Tomography, X-Ray Computed;;Radiotherapy Planning, Computer-Assisted;;Reproducibility of Results;;Radiotherapy, Conformal;;Male;;Probability;;Humans;;Models, Statistical;;Radiotherapy Dosage;;Phantoms, Imaging;;Algorithms;;Prostatic Neoplasms;;Dose Fractionation;;Radiation Protection;;Software;;Movement
http://scholars.cornell.edu/individual/UR-391248|Lab-On-A-Chip Devices;;Peptides;;Microchip Analytical Procedures;;Chromatography, High Pressure Liquid
http://scholars.cornell.edu/individual/UR-52643|Tomography, X-Ray Computed;;Imaging, Three-Dimensional;;Animals;;Time Factors;;Humans;;Morphogenesis;;Chick Embryo;;Contrast Media
http://scholars.cornell.edu/individual/UR-393374|Animals;;Hemodynamics;;Pulse Wave Analysis;;Risk Factors;;Mice, Obese;;Aorta;;Diet;;Blood Pressure;;Mice
http://scholars.cornell.edu/individual/UR-8261|Tissue Engineering;;Collagen Type I;;Ear, External;;Prostheses and Implants;;Animals;;Male;;Hydrogel;;Humans;;Child;;Rats;;Cattle;;Chondrocytes;;Computer-Aided Design;;Ear Auricle;;Ear Cartilage;;Reconstructive Surgical Procedures
http://scholars.cornell.edu/individual/UR-6782|Tissue Engineering;;Tomography, X-Ray Computed;;Animals;;Cells, Cultured;;Cattle;;Menisci, Tibial;;Magnetic Resonance Imaging;;Cell Culture Techniques;;Extracellular Matrix;;Sheep
http://scholars.cornell.edu/individual/UR-134450|Biodegradation, Environmental;;Dichloroethylenes;;Time Factors;;Bacteria;;Tetrachloroethylene;;Trichloroethylene;;Water Pollutants, Chemical;;Sulfates;;Oxidation-Reduction
http://scholars.cornell.edu/individual/UR-182537|Thioredoxins;;Sequence Homology, Amino Acid;;Fibroblasts;;Carrier Proteins;;Animals;;Arrestin;;Gene Expression Regulation;;Humans;;Plasmids;;Protein Structure, Tertiary;;Molecular Sequence Data;;Amino Acid Sequence;;Arrestins;;Mice;;Mutation
http://scholars.cornell.edu/individual/UR-252908|X-Ray Diffraction;;Magnesium;;DNA;;Nucleic Acid Conformation
http://scholars.cornell.edu/individual/UR-177974|Polyurethanes;;Blood Buffy Coat;;Glutamate Carboxypeptidase II;;Neoplastic Cells, Circulating;;Cell Adhesion;;Male;;Lung Neoplasms;;Ovarian Neoplasms;;Humans;;Nanotubes;;Leukocytes;;Cell Count;;Antibodies;;Aluminum Silicates;;Female;;Prostatic Neoplasms;;Cell Separation;;Antigens, Surface;;E-Selectin;;Breast Neoplasms;;Antigens, Neoplasm;;Neoplasm Metastasis;;Cell Adhesion Molecules
http://scholars.cornell.edu/individual/UR-74891|Microscopy, Atomic Force;;Materials Testing;;Particle Size;;Microscopy, Fluorescence;;Nanostructures;;Chromatin;;Molecular Imprinting
http://scholars.cornell.edu/individual/UR-74904|Mouth Neoplasms;;Humans;;Cell Communication;;Carcinoma, Squamous Cell;;Equipment Design;;Tumor Cells, Cultured;;Neovascularization, Pathologic;;Protein Array Analysis;;Angiogenic Proteins;;Equipment Failure Analysis
http://scholars.cornell.edu/individual/UR-143294|Pylorus;;Animals;;Electric Stimulation;;Calcium;;In Vitro Techniques;;Synaptic Transmission;;Motor Neurons;;Patch-Clamp Techniques;;Ganglia, Invertebrate;;Membrane Potentials;;Palinuridae;;Dopamine
http://scholars.cornell.edu/individual/UR-6785|Tissue Engineering;;Materials Testing;;Cross-Linking Reagents;;Calcium Chloride;;Glucuronic Acid;;Alginates;;Hexuronic Acids;;Gels
http://scholars.cornell.edu/individual/UR-6843|Tissue Engineering;;Glycosaminoglycans;;Hydroxyproline;;Cartilage;;Animals;;Adolescent;;Humans;;Materials Testing;;Mice, Nude;;Biomechanical Phenomena;;Aging;;Adult;;Transplantation, Heterologous;;DNA;;Culture Techniques;;Middle Aged;;Biocompatible Materials;;Mice
http://scholars.cornell.edu/individual/UR-258944|Aged;;Imaging, Three-Dimensional;;Reproducibility of Results;;Male;;Sensitivity and Specificity;;Humans;;Aged, 80 and over;;Liver Neoplasms;;Image Interpretation, Computer-Assisted;;Algorithms;;Liver;;Image Enhancement;;Magnetic Resonance Imaging;;Adult;;Female;;Middle Aged;;Contrast Media;;Gadolinium
http://scholars.cornell.edu/individual/UR-378415|Disulfides;;Electrons;;Models, Chemical;;Molybdenum
http://scholars.cornell.edu/individual/UR-14161|Computer Simulation;;Bone Density;;Animals;;Femur Head;;Dogs;;Risk Assessment;;Risk Factors;;Osteoarthritis, Hip;;Models, Biological;;Hip Dislocation, Congenital
http://scholars.cornell.edu/individual/UR-177933|Hemorheology;;Neoplastic Cells, Circulating;;Animals;;Cell Adhesion;;TNF-Related Apoptosis-Inducing Ligand;;Humans;;Erythrocytes;;Leukocytes;;Cytotoxicity, Immunologic;;Apoptosis;;Nanostructures;;Neoplasm Metastasis;;Liposomes;;Receptors, Death Domain;;Mice
http://scholars.cornell.edu/individual/UR-74892|Fluorescence;;Nanotechnology;;Microfluidic Analytical Techniques;;Microscopy, Fluorescence;;Nanostructures
http://scholars.cornell.edu/individual/UR-182536|Hemorheology;;Enzyme Inhibitors;;alpha-Crystallin B Chain;;Xanthine Oxidase;;Membrane Potential, Mitochondrial;;Myocytes, Cardiac;;Animals;;Free Radical Scavengers;;Mice, Transgenic;;Myocardial Contraction;;Oxypurinol;;Compliance;;Desmin;;Oxidative Stress;;Sarcomeres;;Reactive Oxygen Species;;Disease Models, Animal;;Apoptosis;;Protein Folding;;Mitochondria, Heart;;Ventricular Function, Left;;Mice;;Cardiomyopathies;;Mutation
http://scholars.cornell.edu/individual/UR-147754|Bone Density;;Humans;;Biomechanical Phenomena;;In Vitro Techniques;;Bone and Bones;;Models, Biological
http://scholars.cornell.edu/individual/UR-182538|Imaging, Three-Dimensional;;Reproducibility of Results;;Animals;;Anatomy, Cross-Sectional;;Sensitivity and Specificity;;Mice, Transgenic;;Image Interpretation, Computer-Assisted;;Algorithms;;Image Enhancement;;Heart;;Microscopy, Fluorescence, Multiphoton;;Microtomy;;Mice
